hemis_credits_total,hemis_credits_passed,hemis_credits_failed,hemis_credit_pass_rate,target_success_75,matric_school_name,teaching_language,teacher_language_alternation_helped,school_language_same_as_home,english_language_level,school_fee_source,matric_class_size,school_location,school_facilities_count,school_facilities_used_count,school_commute_mode,used_online_learning,school_leadership_activity,school_meal_source,school_academic_achievement,home_resources_count,family_attended_university,home_location,general_support_source,has_dependents,number_of_dependents,has_disability_or_special_needs,plans_part_time_work,part_time_hours,concern_academic,concern_financial,concern_adjustment_belonging,concern_accommodation_transport,concern_safety_health,concern_time_management,concern_any,programme_choice,first_choice_influence,university_accommodation,accommodation_type,accommodation_internet,accommodation_backup_power,distance_from_campus,travel_to_campus,travel_time_to_8am,devices_owned_count,tuition_funding,accommodation_funding,living_expense_funding,applied_nsfas,nsfas_approved,father_employment_status,mother_employment_status
0.5,0.4,0.1,0.8,1.0,Sol Plaatjie secondary school ,English,1.0,0.0,Second,Parents or guardians,Between 20 and 30,Suburb/City/Town,11,9,Dropped off by parent or relative,0.0,1.0,Parents provided lunch box.,Bachelor,5,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,Second,Passion,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Motlalaohle secondary school,English,1.0,0.0,First,Government scholarship/bursary,Between 41 and 60,Rural Village,10,9,Walking,1.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Unemployed and looking for work,Unemployed and looking for work
1.0,1.0,0.0,1.0,1.0,Mphela a Marumo Secondary School ,Sepedi,1.0,1.0,First,No fee-paying school,Between 41 and 60,Rural Village,9,7,Public Transport,0.0,1.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Single Parent,1.0,2.0,0.0,0.0,0.0,1,0,0,0,0,1,1,First,Family,Accommodation,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Out of work but not currently looking for work
1.0,1.0,0.0,1.0,1.0,Sepheu moleke secondary,English,0.0,0.0,Second,"Bursary e.g., Sasol, Eskom etc.",Greater than 80,Rural Village,6,6,Walking,0.0,0.0,School based feeding programme,Bachelor,2,0.0,Rural Village,Both Parents,1.0,2.0,,0.0,0.0,0,1,1,0,0,1,1,Third,Passion,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Malenga high school ,Xitsonga,1.0,1.0,First,Parents or guardians,Between 41 and 60,Rural Village,6,5,Scholar transport (Rural learners),0.0,0.0,School based feeding programme,Bachelor,1,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Passion,Accommodation,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 1 and 2 hours,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.08,0.08,0.0,1.0,1.0,Manzomthombo Secondary school,English,1.0,0.0,First,No fee-paying school,Between 31 and 40,Informal settlement,10,9,Public Transport,0.0,1.0,School based feeding programme,Bachelor,2,0.0,Township,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,1.0,5.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Imbali Combined School ,English,1.0,1.0,First,Parents or guardians,Less than 20,Township,4,3,Public Transport,0.0,0.0,Parents provided lunch box.,Bachelor,6,1.0,Township,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,Other,University Residence,Self Catering,1.0,1.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,0.8,0.2,0.8,1.0,Frank Maghinyane MSTA ,Xitsonga,1.0,1.0,Second,Parents or guardians,Between 41 and 60,Rural Village,10,11,Walking,0.0,0.0,School based food garden,Bachelor,4,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,First,Family,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,Funding arrangements not analyzed (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),0.0,0.0,Employed and earning salary/wages,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,Derek Kobe High School ,Sepedi,1.0,1.0,First,No fee-paying school,Between 41 and 60,Public,8,8,Public Transport,0.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Single Parent,0.0,0.0,0.0,1.0,5.0,1,1,0,0,0,1,1,Second,Passion,Accommodation,Self Catering,1.0,,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.999,0.999,0.0,1.0,1.0,Sekgalabjana secondary school ,Sepedi,1.0,0.0,First,Trust fund,Between 61 and 80,Rural Village,8,8,Walking,0.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,First,Family,University Residence,Self Catering,1.0,1.0,Between 10km and 14km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Self-employed
0.999,0.999,0.0,1.0,1.0, Chief A Luthuli secondary ,Sepedi,1.0,1.0,First,No fee-paying school,Between 31 and 40,Public,6,3,Dropped off by parent or relative,0.0,0.0,School based feeding programme,Bachelor,4,0.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,Second,Passion,Accommodation,,,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Employed and earning salary/wages,Unemployed and looking for work
0.999,0.999,0.0,1.0,1.0,Manzolwandle secondary ,SiSwati,1.0,1.0,First,No fee-paying school,Less than 20,Rural Village,6,5,Walking,0.0,0.0,School based feeding programme,Bachelor,2,,Rural Village,Single Parent,1.0,4.0,0.0,0.0,0.0,1,0,0,0,0,0,1,Second,Family,University Residence,Catered,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,0.674,0.326,0.674,0.0,Mabaso Secondary School ,IsiZulu,1.0,1.0,Second,No fee-paying school,Between 31 and 40,Rural Village,6,3,Walking,0.0,1.0,Two meals a day,Bachelor,3,1.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,Second,Role Models,Accommodation,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Unemployed and looking for work
1.0,1.0,0.0,1.0,1.0,Pretoria Central High School ,English,1.0,0.0,First,Parents or guardians,Between 31 and 40,Suburb/City/Town,7,7,Public Transport,0.0,1.0,Parents provided lunch box.,Bachelor,2,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,Third,The desire to make a difference,Accommodation,Self Catering,1.0,,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,0.906,0.094,0.906,1.0,Sekoba secondary school ,English,1.0,0.0,Second,No fee-paying school,Between 41 and 60,Rural Village,7,7,Walking,0.0,0.0,School based feeding programme,Bachelor,4,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,First,Family,University Residence,Self Catering,1.0,1.0,,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.5,0.5,0.0,1.0,1.0,Kgola Thuto S.S.S,English,1.0,0.0,First,No fee-paying school,Greater than 80,Suburb/City/Town,11,9,Walking,0.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,"Spouse/Partner e.g. wife, boyfriend etc.",1.0,1.0,0.0,1.0,5.0,1,0,0,0,1,0,1,First,Teachers,University Residence,Self Catering,1.0,1.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Unemployed and receiving social grant,Domestic servant or unskilled labour
1.0,1.0,0.0,1.0,1.0,Steenbok secondary school ,SiSwati,1.0,1.0,First,Parents or guardians,Greater than 80,Rural Village,7,6,Walking,1.0,1.0,School based feeding programme,Bachelor,3,1.0,Rural Village,"Spouse/Partner e.g. wife, boyfriend etc.",0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Role Models,Accommodation,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,0.83,0.17,0.83,1.0,Schoongezicht ,Sepedi,1.0,1.0,First,"Parents or guardians, No fee-paying school",Between 41 and 60,Rural Village,8,3,Boarding school,0.0,0.0,School based feeding programme,Bachelor,2,0.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,,Parent/Parents,Paying for myself,,0.0,,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,Morena Mokopela Secondary school ,Sesotho,1.0,1.0,First,No fee-paying school,Between 31 and 40,Rural Village,12,12,Walking,0.0,1.0,,Bachelor,2,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,Second,The desire to make a difference,Accommodation,,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.5,0.5,0.0,1.0,1.0,Hlomphanang Secondary School ,Setswana,1.0,0.0,Second,No fee-paying school,Between 31 and 40,Public,8,7,School Bus,1.0,0.0,School based food garden,Bachelor,2,0.0,,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,Third,The desire to make a difference,Accommodation,Catered,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.08,0.08,0.0,1.0,1.0,LEAP Science and Maths school,English,1.0,0.0,Second,Parents or guardians,Between 20 and 30,,9,9,Lift club,1.0,1.0,School based feeding programme,Bachelor,6,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,Parent/Parents,Parent/Parents,Paying for myself,,,Employed and earning salary/wages,Employed and earning salary/wages
0.5,0.5,0.0,1.0,1.0,Centurion Secondary school ,English,0.0,1.0,Second,Parents or guardians,Between 20 and 30,Suburb/City/Town,9,6,Dropped off by parent or relative,0.0,1.0,Parents provided lunch box.,Bachelor,5,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,Third,Family,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,3,Parent/Parents,Parent/Parents,Paying for myself,,,Self-employed,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,Nala Secondary,Sepedi,1.0,0.0,First,No fee-paying school,Between 31 and 40,Public,8,9,Walking,1.0,1.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Single Parent,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Unemployed and looking for work
0.5,0.5,0.0,1.0,1.0,Mahwibitswane Secondary school ,Sepedi,1.0,1.0,Second,No fee-paying school,Between 61 and 80,Rural Village,11,7,Walking,0.0,1.0,School based feeding programme,Bachelor,2,0.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.08,0.08,0.0,1.0,1.0,Azwifarwi Secondary School,Tshivenda,1.0,1.0,Second,No fee-paying school,Between 31 and 40,Rural Village,6,0,Walking,0.0,0.0,School based feeding programme,Bachelor,1,0.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,First,Passion,Accommodation,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Hoer Landbouskool Kuschke ,English,1.0,1.0,Second,Parents or guardians,Between 20 and 30,Farm,10,9,Boarding school,0.0,1.0,Three meals a day,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,5.0,1,1,0,0,1,1,1,First,Family,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Bursary e.g., Eskom, Sasol etc.",,,,
0.969,0.969,0.0,1.0,1.0,Hlabi senior secondary school ,English,1.0,0.0,Second,No fee-paying school,Between 31 and 40,Rural Village,6,6,Walking,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Family friend/Friend,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,Second,Passion,University Residence,Self Catering,1.0,0.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.08,0.08,0.0,1.0,1.0,Monamoledi secondary school ,Sepedi,1.0,1.0,Second,No fee-paying school,Between 41 and 60,Rural Village,7,7,Scholar transport (Rural learners),0.0,0.0,Parents provided lunch money,Bachelor,4,1.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,First,Passion,University Residence,Catered,1.0,1.0,,University bus service,Between 1 and 2 hours,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Unemployed and looking for work,
0.9,0.0,0.9,0.0,0.0,Ivuna High School ,IsiZulu,1.0,0.0,First,No fee-paying school,Greater than 80,Rural Village,6,5,Walking,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Single Parent,0.0,0.0,0.0,1.0,6.0,0,0,0,0,0,0,0,First,Passion,University Residence,Self Catering,1.0,1.0,Less than 5km,University bus service,Between 1 and 2 hours,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,BOTLHABELO HIGH SCHOOL,English,1.0,0.0,First,No fee-paying school,Between 41 and 60,Township,6,6,Walking,0.0,0.0,School based feeding programme,Bachelor,2,0.0,Township,Single Parent,1.0,2.0,0.0,1.0,5.0,1,1,0,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,0.0,,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Self-employed
1.0,1.0,0.0,1.0,1.0,Mandla Mthethwa School of Excellence ,English,1.0,0.0,Second,Parents or guardians,Between 20 and 30,Rural Village,11,11,Boarding school,0.0,0.0,Three meals a day,Bachelor,2,1.0,Township,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,First,Family,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,"Loans e.g., bank, Edu loan etc.","Loans e.g., bank, Edu","Loans e.g., bank, Edu loan",0.0,0.0,Unable to work/disabled and not receiving a disability grant,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,Kgoshimoroangoato High School ,English,1.0,0.0,Second,"Parents or guardians, No fee-paying school",Between 31 and 40,Rural Village,7,7,Walking,0.0,0.0,School based feeding programme,Bachelor,1,1.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,5.0,0,1,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,Funding arrangements not analyzed (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),0.0,0.0,Unemployed and receiving social grant,Unemployed and receiving social grant
1.0,1.0,0.0,1.0,1.0,Pherehla Maake Secondary School ,Sepedi,1.0,1.0,First,No fee-paying school,Between 41 and 60,Rural Village,6,5,Walking,0.0,0.0,School based feeding programme,Bachelor,1,0.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,1,First,Job Security,University Residence,Self Catering,1.0,1.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.5,0.5,0.0,1.0,1.0,Kwena molapo cfs,English,1.0,0.0,Second,Parents or guardians,Between 31 and 40,Farm,8,6,Dropped off by parent or relative,0.0,0.0,Parents provided lunch box.,Bachelor,4,1.0,Suburb/City/Town,Both Parents,1.0,2.0,0.0,0.0,0.0,1,0,0,0,0,1,1,Third,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,Parent/Parents,Parent/Parents,"Guardian e.g., grandparent, uncle, siblings etc.",,0.0,Employed and earning salary/wages,Employed and earning salary/wages
1.0,0.518,0.482,0.518,0.0,Kgoshi Moroangoato,English,1.0,0.0,Second,"Bursary e.g., Sasol, Eskom etc.",Between 31 and 40,Rural Village,5,9,Walking,0.0,1.0,School based feeding programme,Bachelor,1,1.0,Rural Village,Single Parent,1.0,2.0,0.0,1.0,5.0,1,1,1,0,0,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 1 and 2 hours,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Vusisizwe independent school ,English,1.0,0.0,Second,Parents or guardians,Between 31 and 40,Suburb/City/Town,7,6,School Bus,1.0,0.0,Parents provided lunch money,School leaving,4,1.0,Township,Single Parent,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Bursary e.g., Eskom, Sasol etc.",1.0,0.0,,Employed and earning salary/wages
0.08,0.08,0.0,1.0,1.0,Thengwe High School ,Tshivenda,1.0,1.0,Second,Parents or guardians,Between 41 and 60,Rural Village,9,8,Public Transport,1.0,0.0,School based feeding programme,Bachelor,4,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,Parent/Parents,Parent/Parents,Paying for myself,,,,Employed and earning salary/wages
0.08,0.08,0.0,1.0,1.0,Rainbow Combined School ,English,0.0,0.0,Second,Parents or guardians,Between 41 and 60,Rural Village,8,5,Public Transport,0.0,1.0,Parents provided lunch box.,Bachelor,3,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,0.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Isolomuzi Senior Secondary School ,IsiZulu,1.0,1.0,First,No fee-paying school,Between 61 and 80,Township,12,12,Walking,0.0,0.0,School based feeding programme,Bachelor,4,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Passion,Accommodation,,1.0,0.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.08,0.08,0.0,1.0,1.0,Nkgopoleng Bakone Sec school,Sepedi,1.0,1.0,First,Parents or guardians,,Rural Village,7,6,Public Transport,0.0,0.0,School based feeding programme,Bachelor,4,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,Passion,Accommodation,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,"Guardian e.g., grandparent, uncle, siblings etc.",1.0,0.0,,Employed and earning salary/wages
0.5,0.5,0.0,1.0,1.0,Motshegoa secondary school ,English,1.0,1.0,First,No fee-paying school,Between 31 and 40,Rural Village,8,8,Walking,0.0,0.0,School based feeding programme,Bachelor,4,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,Third,Passion,University Residence,Catered,1.0,1.0,Between 6km and 9km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,0.0,,
0.08,0.08,0.0,1.0,1.0,St Marks College,English,1.0,0.0,Second,Parents or guardians,Between 20 and 30,Rural Village,7,7,Public Transport,0.0,1.0,Parents provided lunch box.,Bachelor,2,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Maphutha secondary school ,English,1.0,,First,No fee-paying school,Between 41 and 60,Public,8,6,Walking,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Township,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,First,The desire to make a difference,University Residence,Catered,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Rantobeng ,Sepedi,1.0,1.0,First,No fee-paying school,Greater than 80,Rural Village,4,4,Walking,0.0,0.0,School based feeding programme,Bachelor,1,0.0,,Both Parents,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 1 and 2 hours,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,0.8,0.2,0.8,1.0,Hlabatshane s.s.s,Isixhosa,1.0,1.0,Second,Parents or guardians,Between 61 and 80,Rural Village,7,5,Walking,0.0,0.0,School based feeding programme,Bachelor,1,0.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Family,University Residence,Self Catering,1.0,1.0,,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Unemployed and receiving social grant,Unemployed and receiving social grant
0.5,0.5,0.0,1.0,1.0,Atlas Combined School ,English,1.0,0.0,Third,Parents or guardians,Less than 20,Private school,8,4,Own Automobile/car,1.0,1.0,Parents provided lunch money,Bachelor,3,0.0,Suburb/City/Town,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,Third,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Employed and earning salary/wages,Unemployed and looking for work
1.0,1.0,0.0,1.0,1.0,Ingqayizivele secondary school,English,1.0,0.0,First,No fee-paying school,Between 20 and 30,Township,9,5,Walking,1.0,1.0,School based feeding programme,Bachelor,5,1.0,Suburb/City/Town,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,Paying for myself,1.0,0.0,,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,School of pharmacy ,Sepedi,1.0,0.0,Second,No fee-paying school,Between 20 and 30,Rural Village,7,7,Walking,0.0,1.0,School based feeding programme,Bachelor,3,0.0,Rural Village,Single Parent,1.0,1.0,0.0,1.0,6.0,1,1,0,0,1,1,1,First,Role Models,University Residence,Self Catering,1.0,1.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,0.906,0.094,0.906,1.0,Shanke senior secondary school ,IsiZulu,1.0,0.0,Second,No fee-paying school,Between 61 and 80,Rural Village,4,4,Walking,0.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Family friend/Friend,0.0,0.0,0.0,1.0,5.0,1,1,0,0,0,1,1,First,Passion,Accommodation,Self Catering,1.0,1.0,Between 6km and 9km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Unemployed and looking for work
1.0,1.0,0.0,1.0,1.0,Klaas mothapo,English,1.0,0.0,First,No fee-paying school,Between 61 and 80,Rural Village,7,7,Walking,0.0,1.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Both Parents,1.0,3.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,The desire to make a difference,Accommodation,,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Unemployed and looking for work,Unemployed and looking for work
0.08,0.07,0.01,0.8750000000000001,1.0,Manyaku Secondary School ,English,1.0,1.0,Second,No fee-paying school,Between 41 and 60,Rural Village,7,4,Walking,0.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,The desire to make a difference,Accommodation,Self Catering,1.0,,Between 20km and 30km,University bus service,Between 1 and 2 hours,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.5,0.1,0.4,0.2,0.0,Magwagwaza high school ,Xitsonga,1.0,1.0,First,No fee-paying school,Between 61 and 80,Rural Village,5,4,Walking,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Both Parents,1.0,1.0,0.0,0.0,0.0,1,1,0,0,1,1,1,Third,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.5,0.3,0.2,0.6,0.0,Mugena High School,Xitsonga,1.0,1.0,First,No fee-paying school,Between 41 and 60,Rural Village,10,7,Public Transport,0.0,1.0,School based feeding programme,Bachelor,1,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,Third,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,0.0,,
0.5,0.4,0.1,0.8,1.0,Hoërskool Delmas,English,0.0,0.0,First,Educational or schooling insurance policy,Greater than 80,Suburb/City/Town,12,10,Dropped off by parent or relative,0.0,0.0,Parents provided lunch box.,School leaving,5,0.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,Third,Other,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 1 and 2 hours,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
